PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, IGS08,,,,,,
4-character ID, P316,,,,,,
Station name, RequaYurokCN2006,,,,,,
Begin Date, 2006-07-01,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, P316.pbo.igs08.pos,,,,,,
Offset from source file, -3.66 mm North, -46.25 mm East, -3.42 mm Vertical,,,,
Reference position, 41.5591334341 North Latitude, -124.0861440056 East Longitude, 234.98198 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
2010-04-13,-11.51,-49.84,-5.82,1.96,1.54,6.79, repro
2010-04-14,-12.04,-50.49,-8.08,1.86,1.43,6.4, repro
2010-04-15,-12.8,-50.7,-7.59,1.86,1.44,6.38, repro
2010-04-16,-11.91,-50.27,-6.66,1.97,1.52,6.7, repro
2010-04-17,-11.99,-50.4,-4.38,1.98,1.52,6.73, repro
2010-04-18,-11.85,-50.01,-6.72,1.9,1.48,6.48, repro
2010-04-19,-11.51,-51.09,-4.59,2.22,1.7,7.62, repro
2010-04-20,-13.26,-51.11,-7.91,2.06,1.59,7.04, repro
2010-04-21,-14.03,-51.09,-1.67,2.05,1.56,6.91, repro
2010-04-22,-13.15,-51.12,-7.08,2.11,1.6,7.16, repro
2010-04-23,-11.59,-50.27,-3.43,1.99,1.55,6.78, repro
2010-04-24,-11.48,-50.61,-1.39,2.12,1.72,7.37, repro
2010-04-25,-11.96,-50.52,-7.11,1.91,1.48,6.51, repro
2010-04-26,-12.94,-50.19,-2.3,2,1.53,6.77, repro
2010-04-27,-11.47,-51.13,-1.29,2.15,1.62,7.27, repro
2010-04-28,-12.5,-51.18,-2.77,2.02,1.56,6.98, repro
2010-04-29,-11.44,-50.86,0.75,1.93,1.51,6.6, repro
2010-04-30,-13.65,-49.47,-1.2,1.95,1.5,6.63, repro
2010-05-01,-12.3,-51.57,-1.73,1.94,1.5,6.61, repro
2010-05-02,-13.08,-50.41,-2.33,1.93,1.49,6.58, repro
2010-05-03,-11.19,-50.03,-4.08,2.11,1.63,7.22, repro
2010-05-04,-11.24,-50.55,-8.45,1.92,1.48,6.52, repro
2010-05-05,-11.96,-49.17,-4.2,1.93,1.49,6.55, repro
2010-05-06,-13.08,-50,-4.8,1.93,1.49,6.58, repro
2010-05-07,-13.32,-51.02,0.28,1.99,1.53,6.83, repro
2010-05-08,-12.88,-50.82,-2.65,1.95,1.49,6.59, repro
2010-05-09,-12.65,-51.44,-3.3,2.03,1.56,6.91, repro
2010-05-10,-11.78,-52.06,-3.53,2,1.53,6.73, repro
2010-05-11,-11.99,-51.07,-6.06,1.88,1.45,6.34, repro
2010-05-12,-12.78,-50.85,-4.8,1.97,1.54,6.77, repro
2010-05-13,-12.58,-50.1,-8.78,1.99,1.55,6.77, repro
2010-05-14,-12.11,-51.24,-4.28,2.06,1.6,6.95, repro
2010-05-15,-11.83,-52.04,-8.69,2.07,1.61,7.06, repro
2010-05-16,-11.91,-50.48,-7.56,2.07,1.61,7.06, repro
2010-05-17,-12.14,-52.08,-4.47,2.09,1.62,7.14, repro
2010-05-18,-12.99,-51.3,0.28,2.05,1.59,7.04, repro
2010-05-19,-12.58,-52.44,-0.81,2.23,1.7,7.6, repro
2010-05-20,-11.37,-52.27,-8.83,2.22,1.7,7.56, repro
2010-05-21,-12.01,-50.78,-5.22,2.13,1.64,7.27, repro
2010-05-22,-12.2,-51.41,1.92,2.01,1.57,6.88, repro
2010-05-23,-12.39,-51.49,1.92,1.98,1.55,6.79, repro
2010-05-24,-11.76,-50.65,-3.93,1.98,1.56,6.79, repro
2010-05-25,-11.95,-51.46,-3.17,2.12,1.7,7.3, repro
2010-05-26,-11.8,-52.6,-8.76,2.21,1.7,7.61, repro
2010-05-27,-11.98,-51.26,-2.45,2.01,1.6,6.92, repro
2010-05-28,-12.61,-50.48,-3.76,2.02,1.61,6.99, repro
2010-05-29,-12.29,-50.62,-8.12,1.97,1.57,6.8, repro
2010-05-30,-12,-51.48,-13.24,1.91,1.54,6.67, repro
2010-05-31,-12.45,-51.46,-4.34,2.11,1.68,7.3, repro
2010-06-01,-11.63,-51.07,-4.83,2,1.6,6.91, repro
2010-06-02,-11.74,-51.84,-3.23,2.17,1.69,7.49, repro
2010-06-03,-12.36,-51.93,-9.29,2.11,1.67,7.28, repro
2010-06-04,-11,-52.33,-4.56,2.26,1.75,7.79, repro
2010-06-05,-12.21,-50.9,-9.36,2.13,1.69,7.35, repro
2010-06-06,-12.39,-53.22,-7.83,2.36,1.83,8.07, repro
2010-06-07,-11.85,-52.23,-6.41,2.05,1.64,7.13, repro
2010-06-08,-11.25,-51.97,-4,2.07,1.64,7.14, repro
2010-06-09,-11.9,-52.31,-3.4,2.22,1.75,7.69, repro
2010-06-10,-12,-52.18,-5.63,2.12,1.67,7.28, repro
2010-06-11,-11.28,-51.53,-8.54,2.19,1.83,7.58, repro
2010-06-12,-12.14,-51.6,-0.15,1.95,1.55,6.76, repro
2010-06-13,-12.52,-51.28,-6.8,2.14,1.67,7.3, repro
2010-06-14,-12.38,-51.79,-4.63,2.03,1.6,7, repro
2010-06-15,-12.94,-52.27,0.16,2.03,1.61,7.03, repro
2010-06-16,-12.01,-51.96,-4.28,2.02,1.59,6.96, repro
2010-06-17,-10.97,-50.39,-6.17,2.03,1.59,6.95, repro
2010-06-18,-12.15,-51.96,-3.6,2.03,1.6,6.97, repro
2010-06-19,-12.13,-51.77,-6.89,2.05,1.61,6.99, repro
2010-06-20,-10.93,-52.47,-10.43,2.04,1.61,7.08, repro
2010-06-21,-10.84,-52.55,-5.96,1.99,1.57,6.88, repro
2010-06-22,-12.09,-51.93,-5.25,2.1,1.65,7.37, repro
2010-06-23,-11.28,-51.91,-11.39,2.07,1.65,7.24, repro
2010-06-24,-12.48,-52.61,-8.38,2.12,1.72,7.52, repro
2010-06-25,-12.59,-52.11,-13.32,2.25,1.81,7.96, repro
2010-06-26,-12.26,-52.59,-4.77,2.16,1.7,7.47, repro
2010-06-27,-12.82,-51.97,-1.96,2.08,1.66,7.25, repro
2010-06-28,-12.57,-52.29,-3.65,2.16,1.71,7.53, repro
2010-06-29,-11.39,-53.12,-11.08,2.15,1.76,7.65, repro
2010-06-30,-11.3,-52.6,-10.91,2.06,1.67,7.19, repro
2010-07-01,-12.52,-53.45,-8.15,2.05,1.65,7.16, repro
2010-07-02,-11.39,-52.81,-0.89,1.95,1.61,6.91, repro
2010-07-03,-11.76,-53.43,-0.97,2,1.65,7.03, repro
2010-07-04,-12.79,-53.93,-2.17,2.06,1.67,7.19, repro
2010-07-05,-12.26,-53.7,-4.81,2,1.64,6.97, repro
2010-07-06,-11.77,-53.38,-5.46,2.04,1.66,7.11, repro
2010-07-07,-12.67,-53.42,-3.86,2.13,1.74,7.55, repro
2010-07-08,-11.31,-53.85,-8.88,2.13,1.73,7.49, repro
2010-07-09,-11.1,-53.32,-2.21,2.12,1.72,7.44, repro
2010-07-10,-11.53,-54.52,-3.72,2.2,1.76,7.62, repro
2010-07-11,-13.02,-55,-2.6,2.21,1.76,7.71, repro
2010-07-12,-12.41,-53.57,0.13,2.03,1.64,7.12, repro
2010-07-13,-11.98,-53.69,-4.82,1.97,1.6,6.99, repro
2010-07-14,-10.18,-54.67,-5.98,2.11,1.69,7.37, repro
2010-07-15,-11.95,-54.7,-10.48,2.11,1.68,7.32, repro
2010-07-16,-11.83,-54.64,-3.92,2.1,1.68,7.29, repro
2010-07-17,-12.04,-54.63,-3.11,2.01,1.63,7.03, repro
2010-07-18,-12.32,-54.59,-3.91,1.9,1.56,6.7, repro
2010-07-19,-12.3,-54.97,-2.04,1.99,1.6,6.94, repro
2010-07-20,-12.27,-54.55,-3.38,1.89,1.53,6.67, repro
2010-07-21,-13.12,-55.17,-3.95,2.01,1.61,7.04, repro
2010-07-22,-11.46,-55.39,-2.14,1.96,1.58,6.84, repro
2010-07-23,-12.71,-54.92,-0.45,1.87,1.52,6.56, repro
2010-07-24,-13.3,-55.71,-5.01,1.98,1.59,6.87, repro
2010-07-25,-12.15,-54.31,2.38,2.03,1.62,7.08, repro
2010-07-26,-12.34,-54.89,2.2,2.19,1.77,7.77, repro
2010-07-27,-11.75,-55.2,-6.87,2.05,1.63,7.11, repro
2010-07-28,-12.35,-55.15,0.39,2.18,1.72,7.6, repro
2010-07-29,-11.33,-55.15,2.22,2.3,1.84,8.09, repro
2010-07-30,-12.18,-55.53,-0.6,2.04,1.64,7.2, repro
2010-07-31,-12.23,-54.63,-2.19,2.02,1.6,7.02, repro
2010-08-01,-11.65,-56.03,-1.57,1.94,1.55,6.82, repro
2010-08-02,-11.43,-55.79,-2.87,2.11,1.67,7.36, repro
2010-08-03,-12.07,-55.02,2.14,2.1,1.68,7.39, repro
2010-08-04,-11.99,-55.39,-3.34,2.01,1.61,7.05, repro
2010-08-05,-11.96,-56.06,0.79,2.07,1.66,7.33, repro
2010-08-06,-12.65,-55.32,1.8,2.06,1.63,7.23, repro
2010-08-07,-12.26,-54.17,0.65,2,1.58,7.05, repro
2010-08-08,-13.16,-56.22,9.77,2.05,1.63,7.24, repro
2010-08-09,-12,-56.28,4.02,2,1.58,7.04, repro
2010-08-10,-13.12,-56.04,3.8,2.06,1.63,7.21, repro
2010-08-11,-13.14,-55.49,-0.11,2.05,1.61,7.18, repro
2010-08-12,-13.25,-55.25,2.9,1.9,1.5,6.74, repro
2010-08-13,-13.27,-56.05,5.97,1.91,1.54,6.72, repro
2010-08-14,-12.16,-56.36,2.75,1.99,1.6,7, repro
2010-08-15,-12.68,-56.02,4.31,2.33,1.82,8.07, repro
2010-08-16,-12.67,-55.32,-3.79,2.06,1.64,7.25, repro
2010-08-17,-12.08,-55.16,-5.1,2.16,1.71,7.57, repro
2010-08-18,-12.43,-55.84,-2.63,1.92,1.55,6.79, repro
2010-08-19,-12.52,-55.49,0.98,1.96,1.57,6.94, repro
2010-08-20,-11.41,-56.66,1.66,1.96,1.57,6.99, repro
2010-08-21,-12.77,-57.84,-1.03,2.02,1.62,7.17, repro
2010-08-22,-12.24,-57.11,2.56,1.88,1.5,6.72, repro
2010-08-23,-12.76,-55.98,-7.29,1.86,1.51,6.67, repro
2010-08-24,-12.27,-55.49,-1.91,1.92,1.51,6.67, repro
2010-08-25,-12.52,-57.12,0.24,1.85,1.48,6.56, repro
2010-08-26,-13.19,-57.27,-0.5,1.94,1.56,6.93, repro
2010-08-27,-13.43,-57.25,-1.93,2.08,1.67,7.41, repro
2010-08-28,-11.87,-57.4,1.76,1.95,1.57,6.95, repro
2010-08-29,-13.07,-56.57,1.91,1.84,1.5,6.57, repro
2010-08-30,-12.64,-56.74,2.14,1.87,1.52,6.68, repro
2010-08-31,-12.29,-55.94,-0.04,1.95,1.57,6.9, repro
2010-09-01,-13.19,-56.99,0.19,1.91,1.54,6.79, repro
2010-09-02,-12.66,-56.67,0.88,1.98,1.59,6.98, repro
2010-09-03,-13.82,-56.23,4.85,1.96,1.57,6.88, repro
2010-09-04,-12.35,-56.43,3.84,1.84,1.5,6.59, repro
2010-09-05,-12.82,-55.68,1.69,1.97,1.59,6.96, repro
2010-09-06,-12.55,-57.4,3.19,1.94,1.55,6.81, repro
2010-09-07,-12.16,-57.16,0.96,2.02,1.6,7.06, repro
2010-09-08,-13.23,-56.41,3.07,1.91,1.52,6.73, repro
2010-09-09,-12.06,-56.41,1.02,1.91,1.53,6.76, repro
2010-09-10,-12.3,-56.61,0.73,1.97,1.56,6.86, repro
2010-09-11,-13.33,-56.88,0.49,2.01,1.62,7.02, repro
2010-09-12,-13.24,-57.11,6.04,1.97,1.56,6.93, repro
2010-09-13,-12.51,-57.09,3.8,2.09,1.65,7.29, repro
2010-09-14,-12.6,-56.72,-0.32,1.92,1.53,6.77, repro
2010-09-15,-14.33,-56.52,-0.21,2.02,1.6,7.1, repro
2010-09-16,-12.12,-55.22,1.13,2.01,1.59,7.14, repro
2010-09-17,-13.97,-57.5,5.5,2.04,1.62,7.25, repro
2010-09-18,-13.61,-57.84,2.41,2.12,1.66,7.47, repro
2010-09-19,-13.36,-56.97,7.2,2.16,1.69,7.64, repro
2010-09-20,-13.97,-56.32,5.01,1.85,1.47,6.59, repro
2010-09-21,-12.63,-57.32,3.41,2.05,1.63,7.3, repro
2010-09-22,-13.11,-56.45,6.84,1.88,1.51,6.71, repro
2010-09-23,-12.79,-57.7,-2.51,1.91,1.49,6.73, repro
2010-09-24,-12.12,-56.61,-3.77,1.85,1.45,6.51, repro
2010-09-25,-12.29,-56.65,-4.89,1.97,1.54,6.87, repro
2010-09-26,-11.65,-57.24,-6.56,2.07,1.63,7.26, repro
2010-09-27,-12.62,-56.76,-3.89,2,1.58,7, repro
2010-09-28,-11.52,-57.96,-2.04,1.93,1.54,6.76, repro
2010-09-29,-11.62,-57.69,4.35,1.86,1.47,6.54, repro
2010-09-30,-13.79,-55.76,5.07,2,1.57,7.05, repro
2010-10-01,-12,-56.51,-1.35,2,1.56,7.01, repro
2010-10-02,-12.61,-57.6,2.62,1.97,1.55,6.97, repro
2010-10-03,-12.57,-57.98,-1.55,1.92,1.51,6.8, repro
2010-10-04,-12,-58.5,-2.33,2.15,1.66,7.53, repro
2010-10-05,-12.86,-55.94,-4.54,1.89,1.48,6.63, repro
2010-10-06,-11.79,-57.45,6.04,2.06,1.6,7.2, repro
2010-10-07,-12.33,-57.14,-2.65,1.96,1.56,6.99, repro
2010-10-08,-12.27,-56.72,-2.4,1.85,1.49,6.64, repro
2010-10-09,-11.54,-56.6,-0.2,1.9,1.52,6.74, repro
2010-10-10,-11.31,-57.54,2.62,2.03,1.63,7.22, repro
2010-10-11,-11.96,-56.34,-0.97,1.98,1.57,7.01, repro
2010-10-12,-12.26,-56.63,-2.82,1.81,1.45,6.44, repro
2010-10-13,-12.5,-57.36,2.24,1.85,1.48,6.51, repro
2010-10-14,-11.23,-57.62,-1.25,1.81,1.46,6.49, repro
2010-10-15,-10.32,-56.87,0.78,2.16,1.7,7.64, repro
2010-10-16,-12.59,-57.55,0.59,2.02,1.58,7.12, repro
2010-10-17,-12.53,-57.36,-0.99,1.85,1.48,6.64, repro
2010-10-18,-11.66,-57.81,-3.67,1.83,1.47,6.52, repro
2010-10-19,-11.66,-57.17,-2.95,1.88,1.5,6.65, repro
2010-10-20,-12.25,-57.54,-2.87,1.78,1.43,6.35, repro
2010-10-21,-11.82,-58.32,3.09,1.93,1.54,6.83, repro
2010-10-22,-13.7,-58.3,5.02,2.1,1.68,7.44, repro
2010-10-23,-11.86,-59.62,1.99,2.2,1.75,7.78, repro
2010-10-24,-12.6,-58.44,7.52,2.22,1.76,7.9, repro
2010-10-25,-10.56,-57.32,-2.15,2.29,1.8,8.12, repro
2010-10-26,-11.68,-56.78,-2.98,2.1,1.67,7.45, repro
2010-10-27,-12.34,-57.74,-2.74,1.91,1.52,6.81, repro
2010-10-28,-12.92,-58.17,-1.32,2.07,1.65,7.33, repro
2010-10-29,-10.57,-57.17,-5.9,1.93,1.55,6.93, repro
2010-10-30,-12.17,-58.53,-1.12,2.08,1.7,7.47, repro
2010-10-31,-12.23,-57.03,-1.76,2.08,1.67,7.47, repro
2010-11-01,-11.7,-56.97,-6.48,2.01,1.61,7.23, repro
2010-11-02,-12.73,-57.8,-7.89,2,1.58,7.06, repro
2010-11-03,-13.32,-57.43,-12.08,1.85,1.49,6.57, repro
2010-11-04,-11.98,-57.37,-6.07,1.98,1.59,7.11, repro
2010-11-05,-12.75,-58.5,-3.69,1.9,1.55,6.81, repro
2010-11-06,-10.46,-57.74,-5.93,2.07,1.66,7.41, repro
2010-11-07,-11.89,-58.66,-3.56,2.1,1.67,7.49, repro
2010-11-08,-11.67,-57.65,-7.39,1.99,1.59,7.09, repro
2010-11-09,-11.8,-58.16,-5.38,1.95,1.58,6.97, repro
2010-11-10,-11.22,-57.59,-5.93,2.03,1.64,7.21, repro
2010-11-11,-12.17,-57.44,-9.91,1.86,1.5,6.67, repro
2010-11-12,-12.73,-57.43,-11.07,1.96,1.59,6.91, repro
2010-11-13,-11.08,-56.51,-9.93,2.1,1.7,7.43, repro
2010-11-14,-11.71,-57.89,-3.92,1.94,1.59,6.95, repro
2010-11-15,-11.54,-58.74,-6.72,1.96,1.57,6.93, repro
2010-11-16,-12.03,-59.3,-6.44,2.03,1.64,7.23, repro
2010-11-17,-11.87,-57.47,-8.57,2.01,1.58,7.09, repro
2010-11-18,-11.11,-58.45,-8.77,2.02,1.6,7.13, repro
2010-11-19,-11.36,-58.33,-3.29,2.26,1.74,7.83, repro
2010-11-20,-12.47,-59.75,-0.04,2.11,1.64,7.42, repro
2010-11-21,-11.44,-59.12,-6.28,2,1.59,7.14, repro
2010-11-22,-13.42,-60.39,-4.4,2.04,1.62,7.31, repro
2010-11-23,-12.22,-58.93,-3.37,2.05,1.62,7.28, repro
2010-11-24,-11.94,-59.42,-4.58,1.95,1.53,6.84, repro
2010-11-25,-11.12,-58.43,-6.04,1.86,1.47,6.55, repro
2010-11-26,-12.22,-58.14,-4.8,2,1.59,7.02, repro
2010-11-27,-10.85,-60.04,-2.92,2.03,1.59,7.2, repro
2010-11-28,-11.52,-59.72,-0.38,2.02,1.61,7.17, repro
2010-11-29,-11.45,-58.87,-7.98,2.05,1.65,7.27, repro
2010-11-30,-12.87,-59.81,-7.46,1.97,1.55,6.91, repro
2010-12-01,-11.11,-59.34,-4.38,2.05,1.62,7.22, repro
2010-12-02,-12.24,-60.31,-3.93,2.06,1.61,7.25, repro
2010-12-03,-10.95,-59.43,-12.24,2,1.57,7.01, repro
2010-12-04,-12.98,-59.8,-5.5,2.08,1.61,7.28, repro
2010-12-05,-13.21,-60.7,-9.47,2.14,1.64,7.39, repro
2010-12-06,-12.25,-60.03,-4.25,2.08,1.6,7.23, repro
2010-12-07,-13.79,-58.64,-16.14,2.07,1.6,7.19, repro
2010-12-08,-11.48,-58.11,-4.04,2.2,1.69,7.63, repro
2010-12-09,-12.03,-60.98,-2.29,2.05,1.6,7.17, repro
2010-12-10,-12.11,-59.53,-1.1,2.31,1.76,8.02, repro
2010-12-11,-13,-59.49,-3.86,1.97,1.52,6.93, repro
2010-12-12,-12.67,-59.54,-3.05,1.95,1.51,6.89, repro
2010-12-13,-13.61,-58.91,-7.96,2.31,1.76,7.93, repro
2010-12-14,-11.29,-58.83,-6.37,2.31,1.76,8.02, repro
2010-12-15,-12.71,-58.95,-6.41,1.98,1.53,6.87, repro
2010-12-16,-13.2,-59.28,-14.47,1.84,1.42,6.39, repro
2010-12-17,-12.83,-59.91,-12.14,1.93,1.5,6.66, repro
2010-12-18,-13.24,-60.14,-4.92,2.19,1.73,7.74, repro
2010-12-19,-13.32,-61.13,-5.97,2.12,1.69,7.45, repro
2010-12-20,-13.5,-60.17,-1.56,2.08,1.66,7.31, repro
2010-12-21,-13.81,-60.51,0.86,1.88,1.49,6.56, repro
2010-12-22,-13.42,-60,-1.63,1.87,1.49,6.53, repro
2010-12-23,-11.73,-58.74,-8.82,1.87,1.5,6.55, repro
2010-12-24,-13.53,-59.68,-5.18,1.9,1.53,6.66, repro
2010-12-25,-12.56,-59.56,-2.54,1.92,1.52,6.78, repro
2010-12-26,-12.98,-60.43,-2.47,1.98,1.56,6.97, repro
2010-12-27,-11.48,-58.43,-8.59,1.98,1.58,6.96, repro
2010-12-28,-12.34,-60.18,-3.09,1.87,1.5,6.62, repro
2010-12-29,-12.51,-60.71,5.24,2.07,1.63,7.24, repro
2010-12-30,-12.4,-59.17,3.68,1.94,1.55,6.83, repro
2010-12-31,-12.4,-59.22,-4.68,1.85,1.49,6.48, repro
2011-01-01,-12.47,-58.89,-2.57,1.91,1.53,6.61, repro
2011-01-02,-12.34,-59.83,-0.44,1.85,1.5,6.39, repro
2011-01-03,-12.26,-60.18,-6.16,1.83,1.5,6.37, repro
2011-01-04,-11.85,-58.74,-4.98,1.91,1.57,6.51, repro
2011-01-05,-12.01,-58.19,-9.35,1.84,1.49,6.38, repro
2011-01-06,-12.71,-59.34,-8.75,1.86,1.53,6.5, repro
2011-01-07,-13.15,-59.51,-9.09,1.81,1.46,6.26, repro
2011-01-08,-12.84,-60.3,-2.58,2.02,1.61,6.99, repro
2011-01-09,-11.79,-60.28,-8.01,1.82,1.46,6.33, repro
2011-01-10,-11.45,-59.81,-10.23,1.85,1.53,6.52, repro
2011-01-11,-11.95,-59.63,-2.06,1.9,1.54,6.71, repro
2011-01-12,-12.7,-60.15,-9.89,1.96,1.6,6.87, repro
2011-01-13,-13.56,-60.32,-8.4,2.06,1.62,7.15, repro
2011-01-14,-13.2,-60.01,-5.91,1.99,1.57,6.89, repro
2011-01-15,-12.08,-60.01,-11.56,2.09,1.64,7.16, repro
2011-01-16,-12.42,-59.53,-4.47,2.1,1.65,7.34, repro
2011-01-17,-13.06,-59.8,-0.23,2.14,1.66,7.32, repro
2011-01-18,-12.9,-59.55,-5.33,2.09,1.65,7.22, repro
2011-01-19,-12.17,-59.63,-3.95,2.08,1.64,7.18, repro
2011-01-20,-12.34,-59.57,-11.21,1.99,1.57,6.82, repro
2011-01-21,-11.54,-60.03,-3.13,2.02,1.59,6.92, repro
2011-01-22,-13.4,-59.64,0.25,2.05,1.6,7.02, repro
2011-01-23,-12.39,-60.48,-2.65,2,1.57,6.91, repro
2011-01-24,-12.56,-59.95,-8.18,2.02,1.58,6.97, repro
2011-01-25,-12.9,-61.01,-8.26,2,1.58,6.84, repro
2011-01-26,-12.47,-60.08,-5.01,2.09,1.59,7.02, repro
2011-01-27,-12.93,-60.03,-2.7,1.99,1.57,6.82, repro
2011-01-28,-12.71,-59.85,-5.16,2.06,1.61,7.08, repro
2011-01-29,-12.11,-59.84,-13.61,2.02,1.58,7.01, repro
2011-01-30,-11.99,-60.98,-10,2.05,1.61,7.09, repro
2011-01-31,-12.67,-60.09,-15.23,1.98,1.57,6.86, repro
2011-02-01,-12.76,-60.36,-9.04,1.99,1.55,6.89, repro
2011-02-02,-12.58,-60.13,-7.12,2.01,1.57,6.96, repro
2011-02-03,-11.97,-59.49,-10.18,2,1.57,6.99, repro
2011-02-04,-12.08,-60.18,-11.2,2.03,1.6,7.05, repro
2011-02-05,-12.34,-60.61,-10.05,2.14,1.66,7.43, repro
2011-02-06,-11.8,-60.65,-10.67,2.06,1.62,7.18, repro
2011-02-07,-12.43,-60.37,-15.07,2.12,1.64,7.33, repro
2011-02-08,-12.57,-61.15,-16.78,2.01,1.57,6.98, repro
2011-02-09,-11.56,-60.8,-10.8,2,1.55,6.92, repro
2011-02-10,-11.74,-62.07,-3.64,2,1.56,6.91, repro
2011-02-11,-13.11,-61.18,-1.36,2.01,1.57,6.95, repro
2011-02-12,-12.61,-62.35,-5.49,2.04,1.59,7.04, repro
2011-02-13,-11.51,-61.91,-7.66,2.3,1.76,7.98, repro
2011-02-14,-12.48,-63.63,-8.15,2.2,1.67,7.58, repro
2011-02-15,-12.3,-63.47,-1.73,2.18,1.71,7.59, repro
2011-02-16,-11.55,-61.62,-1.17,2.22,1.7,7.72, repro
2011-02-17,-9.58,-56.59,-34.29,2.29,1.73,7.87, repro
2011-02-18,-10.83,-60.32,-8.62,2.12,1.62,7.3, repro
2011-02-19,-12.2,-62.35,-6.92,2.03,1.58,7.01, repro
2011-02-20,-12.34,-61.37,-9.11,2.06,1.56,7.06, repro
2011-02-21,-10.89,-61.99,-4,2.04,1.54,6.97, repro
2011-02-22,-12.32,-61.39,-6.25,2.06,1.57,7.04, repro
2011-02-23,-11.67,-61.62,-11.65,2.07,1.61,7.09, repro
2011-02-24,-10.59,-62.07,-6.77,2.1,1.62,7.23, repro
2011-02-25,-10.94,-62.4,-8.66,2.09,1.59,7.18, repro
2011-02-26,-11.18,-62.61,-2.12,2.03,1.54,6.96, repro
2011-02-27,-12.02,-62.76,-0.97,2.04,1.57,6.99, repro
2011-02-28,-11.75,-62.55,-4.82,2.05,1.57,7.01, repro
2011-03-01,-12.31,-62.21,-5.53,2.05,1.57,7.1, repro
2011-03-02,-12.05,-63.61,-6.04,2.2,1.71,7.61, repro
2011-03-03,-12.35,-62.35,-9.88,2.13,1.64,7.34, repro
2011-03-04,-12.4,-61.28,-14.71,2.08,1.58,7.17, repro
2011-03-05,-12.54,-62.07,-14,2.11,1.62,7.31, repro
2011-03-06,-12.41,-62.24,-10.85,2.06,1.58,7.18, repro
2011-03-07,-12.69,-61.61,-4.44,2.1,1.61,7.27, repro
2011-03-08,-12.42,-61.09,-8.55,2.09,1.59,7.23, repro
2011-03-09,-12.56,-60.98,-9.52,2.09,1.59,7.16, repro
2011-03-10,-12.95,-61.94,-0.56,2.13,1.62,7.34, repro
2011-03-11,-12.67,-61.55,-8.37,2.11,1.61,7.3, repro
2011-03-12,-12.83,-63.66,-4.64,2.12,1.62,7.31, repro
2011-03-13,-11.6,-62.92,-6.75,2.12,1.61,7.3, repro
2011-03-14,-12.49,-62.3,-8.88,2.15,1.63,7.36, repro
2011-03-15,-12.78,-62.19,0.17,2.24,1.69,7.81, repro
2011-03-16,-12.54,-63.02,-5.37,2.23,1.68,7.61, repro
2011-03-17,-12.91,-63.39,-13.68,2.16,1.66,7.43, repro
2011-03-18,-12.93,-61.32,-12.96,2.16,1.66,7.43, repro
2011-03-19,-12.14,-62.99,-9.92,2.15,1.66,7.41, repro
2011-03-20,-12.2,-62.86,-7.88,2.06,1.56,7.03, repro
2011-03-21,-10.75,-61.81,-2.24,2.17,1.66,7.41, repro
2011-03-22,-11.96,-62.51,-2.87,2.09,1.58,7.16, repro
2011-03-23,-11.46,-62.77,-6.58,2.13,1.63,7.29, repro
2011-03-24,-11.59,-63.23,-3.01,2.1,1.62,7.27, repro
2011-03-25,-12.06,-63.15,-4.89,2.13,1.66,7.41, repro
2011-03-26,-11.34,-62.32,-10.04,2.14,1.65,7.32, repro
2011-03-27,-10.99,-62.2,-5.12,2.15,1.63,7.42, repro
2011-03-28,-11.23,-61.53,-10.8,2.11,1.61,7.25, repro
2011-03-29,-11.39,-61.95,-8.81,2.12,1.67,7.36, repro
2011-03-30,-11.71,-60.8,-12.02,2.07,1.6,7.18, repro
2011-03-31,-12.41,-60.75,-9.2,2.1,1.63,7.25, repro
2011-04-01,-11.01,-61.4,-7.27,2.05,1.58,7.09, repro
2011-04-02,-12.31,-63.04,0.03,2.14,1.64,7.32, repro
2011-04-03,-11.61,-62.73,-2.36,2.02,1.56,6.96, repro
2011-04-04,-11.97,-61.76,-4,2.09,1.59,7.25, repro
2011-04-05,-10.67,-62.17,-4.4,2.24,1.7,7.75, repro
2011-04-06,-13.25,-63.21,-9.57,2.09,1.61,7.14, repro
2011-04-07,-13.12,-63.36,-3.11,2.13,1.63,7.32, repro
2011-04-08,-12.7,-63.33,-3.44,2.13,1.63,7.31, repro
2011-04-09,-12.08,-63,-5.38,2.04,1.57,7.01, repro
2011-04-10,-13.05,-62.49,-5.93,2.06,1.58,7.08, repro
2011-04-11,-11.9,-63.77,-8.85,2.16,1.67,7.43, repro
2011-04-12,-12.17,-62.45,-8.12,2.07,1.6,7.08, repro
2011-04-13,-12.16,-62.85,-7.9,2.1,1.62,7.23, repro
2011-04-14,-10.57,-62.63,-12.67,2.08,1.64,7.24, repro
2011-04-15,-13.03,-62.29,-12.61,2.05,1.57,7.1, repro
2011-04-16,-12.66,-61.34,-13.72,2.08,1.61,7.27, repro
2011-04-17,-12.52,-63.98,-11.65,2.09,1.61,7.31, repro
2011-04-18,-12.52,-63.23,-10.01,2.05,1.57,7.1, repro
2011-04-19,-11.48,-63.25,-13.56,2.03,1.55,7, repro
2011-04-20,-11.13,-63.01,-13.18,2.15,1.65,7.45, repro
